 [antenna_pattern.dat]

  É” = 0.000 Åãplane
   É∆(deg)       EÉ”       EÉ∆       ER        EL 
   -38.000  -18.4051   -0.3277   -0.4042   -2.1548
   -37.000  -18.3317   -0.3041   -0.3813   -2.1280
   -36.000  -18.2712   -0.2961   -0.3742   -2.1166
   -35.000  -18.2240   -0.3041   -0.3833   -2.1211
   -34.000  -18.1902   -0.3287   -0.4089   -2.1418
   -33.000  -18.1700   -0.3703   -0.4516   -2.1793
   -32.000  -18.1637   -0.4294   -0.5118   -2.2340
   -31.000  -18.1714   -0.5066   -0.5903   -2.3065
   -30.000  -18.1934   -0.6026   -0.6876   -2.3974
   -29.000  -18.2300   -0.7182   -0.8045   -2.5075
   -28.000  -18.2814   -0.8541   -0.9419   -2.6375
   -27.000  -18.3480   -1.0113   -1.1007   -2.7884
   -26.000  -18.4299   -1.1909   -1.2819   -2.9612
   -25.000  -18.5275   -1.3941   -1.4869   -3.1570
   -24.000  -18.6410   -1.6224   -1.7170   -3.3772
   -23.000  -18.7708   -1.8774   -1.9739   -3.6233
   -22.000  -18.9171   -2.1609   -2.2593   -3.8971
   -21.000  -19.0802   -2.4751   -2.5754   -4.2006
   -20.000  -19.2603   -2.8226   -2.9249   -4.5363
   -19.000  -19.4576   -3.2063   -3.3105   -4.9069
   -18.000  -19.6722   -3.6298   -3.7359   -5.3158
   -17.000  -19.9040   -4.0976   -4.2051   -5.7670
   -16.000  -20.1530   -4.6147   -4.7234   -6.2653
   -15.000  -20.4189   -5.1877   -5.2968   -6.8168
   -14.000  -20.7010   -5.8246   -5.9330   -7.4287
   -13.000  -20.9984   -6.5358   -6.6416   -8.1107
   -12.000  -21.3098   -7.3346   -7.4349   -8.8747
   -11.000  -21.6331   -8.2389   -8.3285   -9.7368
   -10.000  -21.9656   -9.2732   -9.3433  -10.7188
    -9.000  -22.3037  -10.4722  -10.5070  -11.8516
    -8.000  -22.6425  -11.8877  -11.8569  -13.1805
    -7.000  -22.9760  -13.6012  -13.4417  -14.7760
    -6.000  -23.2967  -15.7506  -15.3175  -16.7572
    -5.000  -23.5957  -18.5904  -17.5057  -19.3471
    -4.000  -23.8629  -22.6077  -19.7816  -23.0365
    -3.000  -24.0878  -27.7836  -21.0996  -29.1276
    -2.000  -24.2602  -26.1280  -20.1964  -30.0000
    -1.000  -24.3713  -21.0665  -17.9832  -25.8262
     0.000  -24.4148  -17.4987  -15.7212  -21.0981
     1.000  -24.3884  -14.9134  -13.7574  -18.0010
     2.000  -24.2935  -12.9145  -12.0956  -15.7212
     3.000  -24.1355  -11.2966  -10.6811  -13.9270
     4.000  -23.9227   -9.9452   -9.4626  -12.4549
     5.000  -23.6650   -8.7907   -8.4005  -11.2125
